uploads,subscribers,video_views,social_blade_rank,subscriber_rank,video_views_rank,country_rank,channel_type_rank,subscribers_last_30_days,video_views_last_30_days,percentage_subscribed_last_30_days,percentage_video_views_last_30_days,average_views_per_video,average_views_per_subscriber,channel_age,average_views_per_day
315.0,2200.0,315445.0,623572.0,12117.0,3716623.0,428.0,,70.0,198558.0,0.031818181818181815,0.6294536290003011,1001.4126984126984,143.3840909090909,,
64.0,30500.0,3075182.0,430341.0,3824.0,1844829.0,87.0,,3000.0,564479.0,0.09836065573770492,0.18355954216693515,48049.71875,100.8256393442623,,
143.0,75700.0,7109909.0,652809.0,2623.0,1048850.0,46.0,1741.0,900.0,145623.0,0.011889035667107,0.020481696741828904,49719.643356643355,93.92217965653897,,
761.0,26700.0,5445106.0,634081.0,4143.0,1263578.0,97.0,2521.0,600.0,183684.0,0.02247191011235955,0.03373377855270403,7155.198423127464,203.9365543071161,,
185.0,39400.0,5059177.0,652446.0,3343.0,1325898.0,69.0,1537.0,400.0,153507.0,0.01015228426395939,0.030342286897651536,27346.902702702704,128.4055076142132,,
576.0,13200.0,6127347.0,643988.0,6559.0,1164611.0,142.0,3188.0,300.0,164126.0,0.022727272727272728,0.0267858177446128,10637.755208333334,464.19295454545454,,
76.0,99000.0,49174508.0,666818.0,2340.0,232674.0,38.0,1927.0,100.0,127004.0,0.00101010101010101,0.0025827202988995845,647033.0,496.712202020202,,
6246.0,7690.0,4634752.0,544034.0,8252.0,1408079.0,206.0,3646.0,570.0,297627.0,0.0741222366710013,0.06421638094120247,742.0352225424272,602.6985695708713,,
526.0,8390.0,9117013.0,665721.0,7963.0,877754.0,191.0,3190.0,60.0,135568.0,0.007151370679380214,0.014869782460549305,17332.72433460076,1086.6523241954708,,
390.0,40300.0,15707656.0,683430.0,3316.0,584298.0,66.0,2020.0,200.0,105326.0,0.004962779156327543,0.00670539258053525,40276.041025641025,389.7681389578164,,
267.0,8640.0,1977389.0,665855.0,7895.0,2320102.0,186.0,2698.0,490.0,138969.0,0.056712962962962965,0.07027903968313771,7405.951310861423,228.8644675925926,,
379.0,20700.0,4028266.0,694718.0,4958.0,1535609.0,111.0,2244.0,200.0,95844.0,0.00966183574879227,0.023792867700395157,10628.67018469657,194.60222222222222,,
1167.0,21500.0,7833288.0,661580.0,4846.0,978033.0,107.0,2756.0,200.0,111032.0,0.009302325581395349,0.014174379902794331,6712.329048843188,364.338976744186,,
1636.0,30600000.0,9439174469.0,129.0,126.0,496.0,5.0,5.0,1600000.0,642977000.0,0.05228758169934641,0.06811792727337075,5769666.545843521,308.4697538888889,,
468.0,4150000.0,3216930971.0,148.0,911.0,2670.0,187.0,263.0,610000.0,572221000.0,0.14698795180722893,0.17787792313806536,6873784.126068376,775.1640893975904,,
1066.0,24600000.0,7757658635.0,166.0,174.0,701.0,9.0,71.0,3200000.0,579161000.0,0.13008130081300814,0.07465667506778609,7277353.316135084,315.3519770325203,,
2076.0,4130000.0,1324407264.0,679.0,908.0,8444.0,185.0,418.0,370000.0,238937000.0,0.08958837772397095,0.18041051759136228,637961.1098265896,320.6797249394673,,
1095.0,28200000.0,13485751924.0,514.0,140.0,270.0,6.0,12.0,600000.0,328135000.0,0.02127659574468085,0.024331976581597393,12315755.18173516,478.2181533333333,,
798.0,1950000.0,1359761834.0,483.0,1136.0,8256.0,350.0,,370000.0,354867000.0,0.18974358974358974,0.26097732053273676,1703962.1979949875,697.313761025641,,
150.0,1730000.0,716060459.0,840.0,1153.0,17857.0,367.0,,330000.0,219071000.0,0.1907514450867052,0.3059392503056784,4773736.393333334,413.9077797687861,,
50085.0,8460000.0,6361888036.0,889.0,469.0,950.0,64.0,300.0,180000.0,248379000.0,0.02127659574468085,0.03904171192490317,127021.82361984625,751.996221749409,,
727.0,6440000.0,3267779145.0,851.0,682.0,2527.0,103.0,469.0,1330000.0,233292000.0,0.20652173913043478,0.07139160562823164,4494881.905089408,507.41912189440995,,
2366.0,4630000.0,2290348639.0,842.0,858.0,4110.0,157.0,370.0,460000.0,253059000.0,0.09935205183585313,0.1104892921937375,968025.6293322062,494.67573196544276,,
1035.0,8150000.0,4757334309.0,860.0,498.0,1452.0,68.0,317.0,190000.0,221801000.0,0.023312883435582823,0.0466229584875701,4596458.269565217,583.7220011042945,,
655.0,10600000.0,1878010453.0,723.0,312.0,5423.0,46.0,196.0,1690000.0,289721000.0,0.15943396226415094,0.15427017434178253,2867191.53129771,177.1707974528302,,
100.0,2770000.0,878982354.0,938.0,1056.0,14921.0,284.0,,680000.0,270644000.0,0.24548736462093862,0.30790606747493365,8789823.54,317.32214945848375,,
1271.0,12700000.0,6121958576.0,823.0,288.0,1014.0,33.0,173.0,400000.0,270447000.0,0.031496062992125984,0.04417654850855038,4816647.188040913,482.0439823622047,,
764.0,4800000.0,2671880098.0,1885.0,837.0,3325.0,148.0,352.0,210000.0,137382000.0,0.04375,0.051417726455178676,3497225.2591623035,556.6416870833333,,
639.0,8250000.0,4546150708.0,1398.0,491.0,1563.0,67.0,136.0,280000.0,178749000.0,0.03393939393939394,0.03931875810572006,7114476.851330203,551.0485706666667,,
709.0,18900000.0,9760093490.0,1320.0,225.0,455.0,15.0,24.0,100000.0,190856000.0,0.005291005291005291,0.019554730720105017,13765999.28067701,516.407062962963,,
588.0,4020000.0,2196235874.0,1106.0,918.0,4336.0,191.0,,380000.0,208825000.0,0.0945273631840796,0.09508313859734357,3735095.023809524,546.327331840796,,
181.0,429000.0,364632062.0,1419.0,1870.0,37937.0,947.0,1592.0,144000.0,166260000.0,0.3356643356643357,0.45596648601899414,2014541.779005525,849.9581864801864,,
7135.0,10200000.0,6067960191.0,1550.0,314.0,1017.0,47.0,198.0,200000.0,173516000.0,0.0196078431372549,0.028595441390231756,850449.9216538192,594.8980579411765,,
38827.0,21400000.0,14938873766.0,1418.0,200.0,220.0,12.0,90.0,200000.0,179374000.0,0.009345794392523364,0.012007196982161045,384754.77801529865,698.078213364486,,
47.0,596000.0,616747428.0,1696.0,1686.0,21052.0,781.0,,145000.0,160564000.0,0.24328859060402686,0.26033995880725425,13122285.70212766,1034.8111208053692,,
88.0,7440000.0,6583708562.0,1599.0,567.0,902.0,76.0,293.0,80000.0,168653000.0,0.010752688172043012,0.025616717145323722,74814870.02272727,884.9070647849462,,
256.0,3790000.0,1545084749.0,1355.0,945.0,6830.0,205.0,449.0,430000.0,185948000.0,0.11345646437994723,0.12034809101594465,6035487.30078125,407.67407625329815,,
1124.0,10900000.0,4552876404.0,1408.0,306.0,1556.0,42.0,52.0,1230000.0,179229000.0,0.11284403669724771,0.03936610267797641,4050601.7829181496,417.6950829357798,,
733.0,1150000.0,1335385992.0,1703.0,1216.0,8218.0,425.0,308.0,130000.0,163220000.0,0.11304347826086956,0.12222683252468923,1821808.9931787176,1161.2052104347827,,
303.0,510000.0,326913601.0,1640.0,1823.0,44779.0,904.0,1420.0,243000.0,182270000.0,0.4764705882352941,0.5575479253308889,1078922.7755775577,641.0070607843137,,
777.0,5220000.0,1514482520.0,1793.0,793.0,6997.0,137.0,571.0,170000.0,154886000.0,0.032567049808429116,0.10226991593141663,1949140.9523809524,290.1307509578544,,
1236.0,6570000.0,4519231302.0,1498.0,660.0,1579.0,92.0,215.0,250000.0,184658000.0,0.0380517503805175,0.040860488800004334,3656336.004854369,687.8586456621005,,
15.0,10800000.0,8577315350.0,2053.0,306.0,572.0,42.0,169.0,100000.0,141554000.0,0.009259259259259259,0.01650329901884743,571821023.3333334,794.1958657407407,,
390.0,11400000.0,3245269810.0,1645.0,301.0,2564.0,38.0,186.0,500000.0,183198000.0,0.043859649122807015,0.056450776276133416,8321204.641025641,284.67279035087716,,
704.0,4350000.0,3166660553.0,1917.0,883.0,2639.0,167.0,537.0,190000.0,147345000.0,0.04367816091954023,0.0465300898324608,4498097.376420454,727.9679432183908,,
121.0,6820000.0,7888124247.0,2020.0,630.0,660.0,91.0,334.0,90000.0,151327000.0,0.013196480938416423,0.019184155226453548,65191109.47933884,1156.616458504399,,
597.0,9130000.0,5669652295.0,1809.0,408.0,1143.0,56.0,261.0,290000.0,177418000.0,0.03176341730558598,0.03129257153149636,9496905.01675042,620.9914890470975,,
561.0,11000000.0,6543927291.0,2093.0,304.0,908.0,40.0,189.0,300000.0,146265000.0,0.02727272727272727,0.022351256897545503,11664754.529411765,594.902481,,
339.0,1950000.0,1749530285.0,2333.0,1131.0,5803.0,345.0,772.0,70000.0,124503000.0,0.035897435897435895,0.07116367236820939,5160856.297935103,897.1950179487179,,
479.0,6590000.0,1206415928.0,1910.0,669.0,9417.0,94.0,458.0,870000.0,167803000.0,0.13201820940819423,0.13909216225135915,2518613.6283924845,183.06766737481033,,
114.0,8790000.0,11518275025.0,2480.0,433.0,341.0,58.0,229.0,40000.0,126602000.0,0.004550625711035267,0.010991402768662402,101037500.21929824,1310.3839618885097,,
109.0,864000.0,428691872.0,3888.0,1423.0,31054.0,557.0,,154000.0,85014000.0,0.17824074074074073,0.1983102679399529,3932952.9541284405,496.1711481481481,,
7924.0,16000000.0,9596252540.0,2821.0,254.0,477.0,21.0,140.0,100000.0,118834000.0,0.00625,0.012383375646343713,1211036.4134275618,599.76578375,,
287.0,2170000.0,1151022690.0,2951.0,1105.0,9802.0,324.0,610.0,140000.0,101188000.0,0.06451612903225806,0.08791138600404133,4010532.0209059236,530.4252027649769,,
351.0,12500000.0,7447528412.0,2911.0,290.0,732.0,35.0,175.0,100000.0,116114000.0,0.008,0.015590944213506949,21218029.663817663,595.80227296,,
1203.0,950000.0,286339405.0,2969.0,1364.0,49445.0,516.0,,374000.0,125941000.0,0.3936842105263158,0.4398311856518665,238021.11803823774,301.4099,,
744.0,5170000.0,2371092806.0,3439.0,798.0,3868.0,139.0,193.0,170000.0,82799000.0,0.03288201160541586,0.03492018523715263,3186952.696236559,458.625300967118,,
285.0,41200000.0,5549789978.0,3196.0,67.0,1169.0,2.0,2.0,400000.0,113412000.0,0.009708737864077669,0.02043536790573663,19472947.29122807,134.70364024271845,,
312.0,2820000.0,379565071.0,2673.0,1047.0,35546.0,277.0,548.0,650000.0,119517000.0,0.23049645390070922,0.31487881560102776,1216554.7147435897,134.59754290780143,,
747.0,6040000.0,1934384551.0,3500.0,711.0,5118.0,109.0,265.0,170000.0,100448000.0,0.028145695364238412,0.05192762729007134,2589537.5515394914,320.2623428807947,,
57.0,785000.0,285751549.0,2944.0,1496.0,47807.0,613.0,,200000.0,99780000.0,0.25477707006369427,0.34918445883910154,5013185.070175438,364.01471210191085,,
489.0,3810000.0,789552381.0,3073.0,939.0,15508.0,201.0,444.0,280000.0,105323000.0,0.07349081364829396,0.13339583608956276,1614626.54601227,207.23159606299214,,
855.0,8640000.0,4090630034.0,4174.0,448.0,1801.0,62.0,81.0,180000.0,79083000.0,0.020833333333333332,0.019332718760359056,4784362.612865497,473.4525502314815,,
87.0,560000.0,119522371.0,2985.0,1731.0,111387.0,819.0,,139000.0,30243000.0,0.24821428571428572,0.2530321290229425,1373820.3563218392,213.43280535714285,,
599.0,4280000.0,886128232.0,3154.0,890.0,13466.0,171.0,666.0,260000.0,104176000.0,0.06074766355140187,0.11756312036788824,1479345.96327212,207.03930654205607,,
159688.0,5580000.0,4229534811.0,3511.0,757.0,1731.0,123.0,103.0,90000.0,103948000.0,0.016129032258064516,0.02457669806373418,26486.24073818947,757.9811489247312,,
344.0,10700000.0,1348855362.0,3366.0,308.0,8085.0,44.0,193.0,500000.0,103271000.0,0.04672897196261682,0.07656195238522542,3921091.168604651,126.06124878504673,,
889.0,18900000.0,7181099738.0,3174.0,225.0,776.0,15.0,113.0,200000.0,105332000.0,0.010582010582010581,0.014667948342594096,8077727.489313836,379.9523670899471,,
32.0,2920000.0,3425722703.0,3715.0,1027.0,2336.0,260.0,674.0,50000.0,98235000.0,0.017123287671232876,0.028675701017473743,107053834.46875,1173.1927065068494,,
794.0,4140000.0,1229217260.0,4496.0,902.0,8947.0,181.0,678.0,70000.0,67027000.0,0.016908212560386472,0.054528196260439754,1548132.5692695214,296.91238164251206,,
98507.0,4200000.0,4857481175.0,3628.0,896.0,1403.0,176.0,158.0,50000.0,86373000.0,0.011904761904761904,0.017781437928063613,49311.025358603954,1156.543136904762,,
629.0,3890000.0,2256113390.0,3633.0,932.0,4156.0,198.0,441.0,200000.0,94731000.0,0.05141388174807198,0.04198858107925152,3586825.7392686806,579.977735218509,,
48.0,3480000.0,4349694443.0,3863.0,970.0,1664.0,223.0,618.0,30000.0,97426000.0,0.008620689655172414,0.02239835493658376,90618634.22916667,1249.9121962643678,,
332.0,4020000.0,2262169904.0,4024.0,915.0,4107.0,188.0,301.0,90000.0,76331000.0,0.022388059701492536,0.03374238153598917,6813764.7710843375,562.728831840796,,
418.0,1300000.0,821817518.0,4645.0,1201.0,14872.0,411.0,702.0,100000.0,79473000.0,0.07692307692307693,0.09670394979338953,1966070.6172248805,632.1673215384616,,
1535.0,613000.0,462734638.0,3724.0,1653.0,28014.0,750.0,,84000.0,85336000.0,0.1370309951060359,0.18441671098760495,301455.790228013,754.8689037520392,,
337.0,11500000.0,1200015222.0,3921.0,301.0,9494.0,38.0,48.0,700000.0,106852000.0,0.06086956521739131,0.08904220383297771,3560876.0296735903,104.34914973913044,,
300.0,3990000.0,759909364.0,3646.0,921.0,16099.0,193.0,,400000.0,97759000.0,0.10025062656641603,0.1286456051619335,2533031.2133333334,190.4534746867168,,
83.0,281000.0,103713753.0,5259.0,2019.0,124139.0,1081.0,,138000.0,58817000.0,0.49110320284697506,0.5671089734839698,1249563.2891566264,369.08808896797154,,
153.0,5540000.0,5891470221.0,3991.0,759.0,1068.0,125.0,426.0,40000.0,94118000.0,0.007220216606498195,0.01597529928344859,38506341.313725494,1063.4422781588448,,
400.0,1420000.0,945136463.0,4132.0,1188.0,12618.0,400.0,690.0,130000.0,85399000.0,0.09154929577464789,0.09035626424667947,2362841.1575,665.5890584507042,,
588.0,15500000.0,8949081771.0,4249.0,259.0,534.0,24.0,32.0,100000.0,86992000.0,0.0064516129032258064,0.00972077384317824,15219526.82142857,577.3601142580645,,
81.0,196000.0,99429699.0,3754.0,2115.0,129306.0,1163.0,,60000.0,32875000.0,0.30612244897959184,0.3306356182371627,1227527.148148148,507.29438265306123,,
4201.0,5600000.0,5316946549.0,4290.0,754.0,1230.0,122.0,532.0,30000.0,87327000.0,0.005357142857142857,0.01642427645175863,1265638.312068555,949.4547408928571,,
2609.0,2050000.0,1282769547.0,4541.0,1120.0,8513.0,337.0,,160000.0,77105000.0,0.07804878048780488,0.060108224567947274,491670.96473744727,625.7412424390244,,
543.0,2000000.0,756314415.0,3445.0,1128.0,16421.0,343.0,631.0,260000.0,105567000.0,0.13,0.13958083821528114,1392844.226519337,378.1572075,,
255.0,21200000.0,1550854392.0,3661.0,203.0,6743.0,13.0,16.0,700000.0,85411000.0,0.0330188679245283,0.055073513310203784,6081781.929411764,73.15350905660377,,
1265.0,40500000.0,8637695577.0,3668.0,69.0,564.0,3.0,21.0,100000.0,96993000.0,0.0024691358024691358,0.01122903662618857,6828217.84743083,213.276434,,
33863.0,4220000.0,2848357743.0,4640.0,895.0,3080.0,175.0,87.0,70000.0,86718000.0,0.016587677725118485,0.030444911708550088,84114.15831438443,674.9662898104266,,
528.0,4450000.0,1570111313.0,3829.0,871.0,6603.0,163.0,648.0,200000.0,87539000.0,0.0449438202247191,0.05575337192669473,2973695.668560606,352.8340029213483,,
327.0,2030000.0,592255545.0,3346.0,1126.0,21609.0,342.0,,340000.0,108011000.0,0.16748768472906403,0.18237228998843735,1811179.0366972478,291.7515,,
1037.0,56800.0,1297271381.0,4439.0,2870.0,8424.0,1688.0,1854.0,1800.0,77520000.0,0.03169014084507042,0.05975619375819715,1250984.93828351,22839.284876760565,,
188.0,3510000.0,1309317516.0,4839.0,969.0,8339.0,222.0,,120000.0,81779000.0,0.03418803418803419,0.06245925759080733,6964454.872340426,373.0249333333333,,
453.0,1630000.0,787069216.0,3746.0,1166.0,15702.0,379.0,,170000.0,101014000.0,0.10429447852760736,0.12834195258374836,1737459.637969095,482.86454969325155,,
450.0,1290000.0,576087375.0,4385.0,1203.0,22131.0,413.0,,160000.0,88297000.0,0.12403100775193798,0.15327015281319087,1280194.1666666667,446.5793604651163,,
3408.0,4650000.0,6450337159.0,4836.0,850.0,925.0,153.0,507.0,50000.0,80509000.0,0.010752688172043012,0.01248136306916418,1892704.5654342724,1387.1692815053764,,
499.0,881000.0,534107947.0,3786.0,1378.0,24062.0,529.0,1004.0,121000.0,89068000.0,0.1373439273552781,0.16676029724006336,1070356.607214429,606.2519262202043,,
354.0,414000.0,215869755.0,4715.0,1882.0,63873.0,958.0,,111000.0,71167000.0,0.26811594202898553,0.32967564168495955,609801.5677966102,521.4245289855072,,
2540.0,1890000.0,2330896536.0,4420.0,1137.0,3965.0,351.0,778.0,60000.0,86922000.0,0.031746031746031744,0.03729123050187587,917675.8015748032,1233.2785904761904,,
368.0,420000.0,308466845.0,4549.0,1867.0,42742.0,944.0,,152000.0,66503000.0,0.3619047619047619,0.21559205171628737,838225.1222826086,734.444869047619,,
2457.0,12700000.0,4240693261.0,4983.0,287.0,1719.0,32.0,40.0,100000.0,76393000.0,0.007874015748031496,0.018014271558510632,1725963.883190883,333.9128551968504,,
280.0,1910000.0,849075384.0,4689.0,1136.0,14142.0,350.0,,160000.0,81132000.0,0.08376963350785341,0.09555335312841905,3032412.0857142857,444.5420858638743,,
105.0,204000.0,95060134.0,4785.0,2106.0,134424.0,1155.0,,116000.0,63533000.0,0.5686274509803921,0.6683453654715025,905334.6095238095,465.98104901960784,,
783.0,3290000.0,1230125868.0,4044.0,991.0,9017.0,235.0,499.0,220000.0,91975000.0,0.0668693009118541,0.07476877154818112,1571041.9770114943,373.89844012158056,,
59.0,2430000.0,971232049.0,5069.0,1079.0,12042.0,301.0,724.0,30000.0,76004000.0,0.012345679012345678,0.07825524299600208,16461560.152542373,399.683970781893,,
1881.0,11300000.0,4753818632.0,4516.0,301.0,1444.0,38.0,56.0,100000.0,88076000.0,0.008849557522123894,0.01852742117823396,2527282.6326422114,420.69191433628316,,
158.0,3640000.0,252435054.0,4365.0,965.0,53655.0,218.0,,1540000.0,83886000.0,0.4230769230769231,0.332307255552551,1597690.2151898735,69.35028956043956,,
146.0,2160000.0,476613651.0,5318.0,1111.0,27385.0,328.0,614.0,290000.0,79547000.0,0.13425925925925927,0.16690038112231914,3264477.0616438356,220.65446805555555,,
302.0,2380000.0,3173175196.0,5195.0,1084.0,2617.0,306.0,854.0,30000.0,74837000.0,0.012605042016806723,0.023584263514456135,10507202.635761589,1333.2668890756302,,
714.0,2990000.0,1206114512.0,5260.0,1023.0,9228.0,256.0,530.0,210000.0,72470000.0,0.07023411371237458,0.06008550538027189,1689236.0112044818,403.3827799331104,,
175.0,9410000.0,7778763077.0,5458.0,373.0,672.0,49.0,207.0,20000.0,72719000.0,0.0021253985122210413,0.00934840144637047,44450074.72571429,826.6485735387885,,
62.0,14000000.0,9639588902.0,5935.0,274.0,469.0,29.0,38.0,100000.0,74445000.0,0.007142857142857143,0.0077228397141038164,155477240.3548387,688.5420644285714,,
6972.0,7860000.0,5071595858.0,5434.0,526.0,1325.0,71.0,336.0,60000.0,84554000.0,0.007633587786259542,0.016672069772007452,727423.3875502008,645.241203307888,,
210.0,16200000.0,6788354492.0,2.0,264.0,957.0,152.0,149.0,7510000.0,2916000000.0,0.46358024691358024,0.4295591816008539,32325497.58095238,419.03422790123454,,
948.0,161000000.0,163372755143.0,6.0,4.0,2.0,2.0,1.0,2000000.0,2326000000.0,0.012422360248447204,0.014237380020702073,172334129.89767933,1014.7376095838509,,
2498.0,8390000.0,6787124356.0,8.0,511.0,940.0,329.0,326.0,1960000.0,2158000000.0,0.23361144219308702,0.31795498163994446,2717023.361088871,808.9540352800954,,
3000.0,13500000.0,9365532308.0,19.0,284.0,517.0,172.0,41.0,1500000.0,1537000000.0,0.1111111111111111,0.16411240167172353,3121844.1026666667,693.7431339259259,,
1448.0,3240000.0,1415486855.0,459839.0,993.0,7492.0,762.0,495.0,10000.0,442869.0,0.0030864197530864196,0.0003128739757883516,977546.1705801105,436.8786589506173,,
40624.0,13500000.0,18402573936.0,29.0,281.0,140.0,169.0,4.0,1100000.0,1282000000.0,0.08148148148148149,0.06966416787447814,452997.58605750295,1363.153624888889,,
1181.0,7110000.0,12851030961.0,35.0,612.0,296.0,409.0,44.0,510000.0,1217000000.0,0.07172995780590717,0.0947005733386934,10881482.608806096,1807.4586443037974,,
2132.0,14000000.0,15267992823.0,24.0,278.0,216.0,166.0,54.0,2100000.0,1531000000.0,0.15,0.1002751322815447,7161347.477954972,1090.5709159285714,,
740.0,164000000.0,27877643308.0,23.0,3.0,50.0,1.0,1.0,8000000.0,1305000000.0,0.04878048780487805,0.0468117044752311,37672490.956756756,169.98562992682926,,
1314.0,15100000.0,12513749159.0,30.0,266.0,312.0,154.0,47.0,1300000.0,1389000000.0,0.08609271523178808,0.11099790976719545,9523401.186453577,828.7251098675497,,
1848.0,5080000.0,1055293867.0,571293.0,805.0,10701.0,576.0,331.0,,277046.0,,0.00026252971675803363,571046.4648268399,207.73501318897638,,
592.0,20400000.0,17586128645.0,45.0,212.0,155.0,107.0,101.0,1500000.0,1090000000.0,0.07352941176470588,0.06198066794592131,29706298.386824325,862.0651296568627,,
839.0,25900000.0,26535830402.0,62.0,159.0,61.0,67.0,12.0,1000000.0,907354000.0,0.03861003861003861,0.03419354081836508,31627926.581644814,1024.5494363706564,,
1103.0,112000000.0,92997204423.0,58.0,7.0,5.0,3.0,3.0,1000000.0,891705000.0,0.008928571428571428,0.009588514036874255,84312968.65185857,830.3321823482142,,
568.0,98700000.0,76994058510.0,56.0,10.0,8.0,5.0,6.0,1200000.0,923788000.0,0.0121580547112462,0.011998172558730856,135552919.91197184,780.0816465045592,,
2253.0,21900000.0,26533263089.0,47.0,197.0,62.0,94.0,13.0,1100000.0,1020000000.0,0.0502283105022831,0.03844231282743604,11776858.894363072,1211.5645246118722,,
381.0,11700000.0,7108943246.0,66.0,299.0,825.0,187.0,46.0,1100000.0,805660000.0,0.09401709401709402,0.1133304869824811,18658643.690288715,607.6019868376069,,
1486.0,28800000.0,15128327896.0,57.0,136.0,214.0,54.0,51.0,1100000.0,939200000.0,0.03819444444444445,0.06208220805739733,10180570.589502018,525.2891630555556,,
6141.0,5000000.0,8146789923.0,49.0,830.0,643.0,601.0,348.0,820000.0,1041000000.0,0.164,0.12778039078447953,1326622.6873473376,1629.3579846,,
19.0,1760000.0,145286079.0,1001570.0,1149.0,90107.0,914.0,511.0,530000.0,784724000.0,0.30113636363636365,5.401233245478392,7646635.736842105,82.54890852272727,,
456.0,20300000.0,5168958508.0,53.0,213.0,1327.0,108.0,102.0,1600000.0,972641000.0,0.07881773399014778,0.1881696280778116,11335435.324561404,254.62849793103447,,
556.0,4480000.0,3288707301.0,99.0,876.0,2602.0,647.0,653.0,480000.0,597639000.0,0.10714285714285714,0.18172459428611218,5914941.188848921,734.0864511160714,,
1941.0,8770000.0,13759692744.0,94.0,445.0,258.0,285.0,30.0,510000.0,739761000.0,0.05815279361459521,0.05376290108822215,7088971.017001546,1568.9501418472064,,
3615.0,21300000.0,22075520357.0,103.0,201.0,102.0,97.0,91.0,600000.0,652817000.0,0.028169014084507043,0.029571986954001567,6106644.635408022,1036.409406431925,,
581.0,9210000.0,7990405113.0,89.0,406.0,662.0,264.0,259.0,670000.0,823709000.0,0.0727470141150923,0.10308726383094964,13752848.731497418,867.5792739413681,,
762.0,13300000.0,5103428207.0,75.0,283.0,1366.0,171.0,168.0,1100000.0,852285000.0,0.08270676691729323,0.16700244726299526,6697412.345144357,383.71640654135336,,
343.0,2340000.0,1751024250.0,81.0,1099.0,6219.0,867.0,,950000.0,761511000.0,0.405982905982906,0.43489460525746576,5105026.967930029,748.3009615384616,,
226.0,1870000.0,1022778477.0,97.0,1138.0,16497.0,903.0,430.0,,1023000000.0,,1.0002165894228139,4525568.482300885,546.9403620320855,,
626.0,4900000.0,5853100886.0,91.0,837.0,1122.0,608.0,615.0,650000.0,737997000.0,0.1326530612244898,0.12608649916922002,9350001.415335463,1194.5103848979593,,
3682.0,2690000.0,3763236810.0,84.0,1058.0,2129.0,826.0,,560000.0,759328000.0,0.20817843866171004,0.20177523720597323,1022063.2292232482,1398.9727918215613,,
687.0,1200000.0,998892556.0,105.0,1209.0,11448.0,971.0,154.0,761000.0,713102000.0,0.6341666666666667,0.7138925960721645,1453992.075691412,832.4104633333334,,
432.0,3690000.0,2513408109.0,104.0,985.0,4056.0,754.0,,1120000.0,872899000.0,0.3035230352303523,0.34729696179236763,5818074.326388889,681.1404089430895,,
616.0,34700000.0,25407752363.0,154.0,99.0,70.0,37.0,7.0,400000.0,468609000.0,0.011527377521613832,0.01844354405320839,41246351.23863637,732.2118836599424,,
392.0,1740000.0,1387558847.0,61.0,1175.0,9112.0,939.0,815.0,1220000.0,954811000.0,0.7011494252873564,0.6881228872305983,3539690.93622449,797.4476132183908,,
2381.0,2830000.0,703034871.0,282799.0,1036.0,17276.0,804.0,537.0,,928857.0,,0.001321210423999011,295268.7404451911,248.42221590106007,,
35663.0,9670000.0,11933456122.0,484.0,355.0,328.0,231.0,22.0,410000.0,292124000.0,0.04239917269906929,0.024479412922250823,334617.2818327118,1234.0699195449845,,
566.0,10500000.0,6668446395.0,82.0,313.0,915.0,200.0,50.0,1190000.0,871675000.0,0.11333333333333333,0.13071635406015736,11781707.411660777,635.0901328571429,,
69699.0,95700000.0,77130136808.0,102.0,12.0,7.0,6.0,1.0,600000.0,687593000.0,0.006269592476489028,0.008914712568339206,1106617.5527338986,805.9575424033438,,
69.0,1760000.0,1059709084.0,149.0,1161.0,11675.0,925.0,,819000.0,560228000.0,0.4653409090909091,0.5286620719389813,15358102.666666666,602.1074340909091,,
2548.0,8080000.0,6064915384.0,209.0,513.0,1042.0,330.0,149.0,410000.0,499339000.0,0.050742574257425746,0.08233239350994381,2380265.0643642074,750.6083396039604,,
2711.0,12100000.0,13649387065.0,179.0,294.0,261.0,182.0,67.0,600000.0,533825000.0,0.049586776859504134,0.03910981478200171,5034816.3279232755,1128.048517768595,,
509.0,2920000.0,1915230997.0,118.0,1063.0,5799.0,831.0,,1120000.0,729690000.0,0.3835616438356164,0.3809932071603789,3762732.8035363457,655.901026369863,,
788.0,21300000.0,15288399887.0,137.0,204.0,210.0,100.0,17.0,1500000.0,644700000.0,0.07042253521126761,0.04216922665322222,19401522.69923858,717.7652529107982,,
318.0,2570000.0,721166331.0,145.0,1062.0,16793.0,830.0,563.0,1970000.0,566213000.0,0.7665369649805448,0.7851351008232247,2267818.650943396,280.6094673151751,,
686.0,4070000.0,1684757490.0,69.0,1014.0,7455.0,782.0,383.0,2280000.0,999165000.0,0.5601965601965602,0.5930616162448401,2455914.7084548105,413.94532923832924,,
8520.0,25200000.0,33968416155.0,126.0,165.0,29.0,71.0,21.0,400000.0,645368000.0,0.015873015873015872,0.01899906068787975,3986903.3045774647,1347.9530220238096,,
313.0,1400000.0,1381239121.0,167.0,1188.0,7900.0,952.0,690.0,180000.0,482231000.0,0.12857142857142856,0.3491292656487102,4412904.539936102,986.5993721428572,,
1035.0,1010000.0,679736800.0,128.0,1259.0,19138.0,1018.0,,204000.0,168273000.0,0.201980198019802,0.2475561128954619,656750.5314009662,673.0067326732674,,
2111.0,7920000.0,7655464995.0,185.0,530.0,709.0,345.0,154.0,570000.0,476307000.0,0.07196969696969698,0.06221790581121977,3626463.758882046,966.599115530303,,
753.0,26100000.0,31757434352.0,172.0,155.0,33.0,63.0,60.0,200000.0,557394000.0,0.007662835249042145,0.01755160677723,42174547.6122178,1216.7599368582376,,
